Commune,Wilaya,Statut,Pop_1998,Pop_2008,Taux_Croissance,Pop_2026,Pop_Tahat_2008,Taux_Activite_2008,Indicateur_Jeunesse_2008,Pop_Active_Est_2026,Jeunesse_Scolarisee_Est_2026,Zone_Sismique,Coef_Acceleration,Nombre_Total_Polices_assurances_seismes,Bien immobilier,Installation commerciale,Installation industrielle,Nb_Zones_Industrielles,Nb_Zones_Activite,Descriptions_ZI,Nb_Agences_GAM,Nb_Agences_Concurrents_Total,Nb_Agences_SAA,Nb_Agences_ALLIANCE,Nb_Agences_AXA,Nb_Agences_CAAR,Nb_Agences_CAAT,Nb_Agences_CASH,Nb_Agences_CIAR,Nb_Agences_TRUST,Concurrents_Noms,Has_GAM,Nb_Agences_GAM2,Capacite_Agences_Theorique,Deficit_Agences,Chiffre_Affaires_Potentiel_DA,Probabilite_Succes_%,Score_IA_Predictif,Lat_Commune,Lon_Commune,ar_name,post_code,Rank_National,Rank_Wilaya
Ben Badis,Sidi Bel Abbès,Commune,17617,20346,1.45,26367,11654.0,45.7,91.5,12050.0,24126.0,2.0,0.15,23.0,17.0,6.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9037500.0,17.015818951261952,16.31,34.92614,-0.9757259,ابن باديس,22045,324,6
Maadid,M'Sila,Commune,22274,24168,0.82,27992,8074.0,41.6,89.8,11645.0,25137.0,2.0,0.15,5.0,5.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8733750.0,16.864042463688417,16.31,35.7973219,4.6873829,المعاضيد,28002,324,15
Ouarizane,Relizane,Commune,18087,20069,1.05,24200,5138.0,44.3,91.5,10721.0,22143.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8040750.000000001,16.517767217965094,16.31,35.9813,0.8981,ﻭﺍﺭﻳﺯﺍﻥ,48021,324,7
Bouteldja,El Tarf,Commune,15275,17738,1.51,23215,34378.0,48.4,93.2,11236.0,21636.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8427000.000000002,16.71076694907712,16.31,36.4401,8.1052,بوثلجة,36008,324,5
Bir Haddada,Sétif,Commune,18233,20860,1.36,26579,48487.0,42.3,90.0,11243.0,23921.0,2.0,0.15,3.0,2.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8432250.0,16.713390246393207,16.31,35.9625421,5.3953788,بئر حدادة,19034,324,8
Sour,Mostaganem,Commune,20625,22673,0.95,26885,27606.0,41.2,83.3,11077.0,22395.0,2.0,0.15,4.0,2.0,2.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8307750.0,16.651180624326027,16.31,36.0006026,0.3356516,صور,27008,324,9
El Ouricia,Sétif,Commune,14507,18087,2.23,26902,30987.0,41.6,95.0,11191.0,25557.0,2.0,0.15,12.0,10.0,2.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8393250.000000002,16.693902894902283,16.31,36.2706726,5.3148483,الأورسية,19037,324,8
Tamlouka,Guelma,Commune,16640,18894,1.28,23748,9492.0,45.1,96.8,10710.0,22988.0,2.0,0.15,5.0,5.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8032500.0,16.513644893611247,16.31,36.1569512,7.1315431,تاملوكة,24005,324,3
Hassi Mefsoukh,Oran,Commune,7656,11856,4.47,26051,14219.0,44.2,93.2,11515.0,24280.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8636250.0,16.81532408496111,16.31,35.7376,-0.3735,حاسي مفسوخ,31021,324,12
El Hachimia,Bouira,Commune,13482,17322,2.54,27197,12486.0,43.0,92.3,11695.0,25103.0,2.0,0.15,41.0,34.0,7.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8771250.0,16.882780301660457,16.31,36.2227385,3.7198058,الھاشمية,10015,324,5
Hassi Ben Okba,Oran,Commune,9435,12906,3.18,22682,22898.0,49.2,91.0,11160.0,20641.0,2.0,0.15,7.0,7.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8370000.0,16.682285435359617,16.31,35.664,-0.4669,حاسي بن عقبة,31019,324,12
Tablat,Médéa,Commune,28276,27919,-0.13,27288,4882.0,42.7,91.7,11652.0,25023.0,2.0,0.15,11.0,6.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8739000.0,16.866665761004505,16.31,36.4231476,3.2734726,تابلاط,26052,324,4
Makouda,Tizi Ouzou,Commune,22548,23388,0.37,24980,3775.0,47.5,95.0,11866.0,23731.0,2.0,0.15,196.0,196.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8899500.000000002,16.94686370752484,16.31,36.7937385,4.0162747,ماكودة,15009,324,4
Talaifacene,Sétif,Commune,17555,20337,1.48,26502,21385.0,43.2,87.0,11449.0,23057.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8586750.0,16.790590138838017,16.31,35.9637883,5.6440518,تالة إيفاسن,19042,324,8
Emdjez Edchich,Skikda,Commune,16756,20079,1.83,27808,20079.0,41.4,94.6,11513.0,26306.0,2.0,0.15,75.0,74.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8634750.0,16.81457457144223,16.31,36.7047297,6.7961489,مجاز الدشيش,21020,324,19
Tizi N'Bechar,Sétif,Commune,18719,21086,1.2,26126,17667.0,43.9,91.7,11469.0,23958.0,2.0,0.15,12.0,12.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8601750.0,16.798085274026832,16.31,,,,,324,8
Sidi Saada,Relizane,Commune,14479,17558,1.95,24843,28962.0,44.6,95.4,11080.0,23700.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8310000.0,16.65230489460435,16.31,35.6227,0.206,سيدي سعادة,48004,324,7
El Omaria,Médéa,Commune,17661,20705,1.6,27567,2671.0,42.0,92.5,11578.0,25499.0,2.0,0.15,23.0,20.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8683500.0,16.838933760805883,16.31,36.3025098,2.9355786,العمارية,26007,324,4
El Bayadh,El Bayadh,Province Capital,64632,91632,3.55,171762,201263.0,40.1,94.1,158295.0,371460.0,2.0,0.15,51.0,31.0,20.0,0.0,0,0,,1,3,1,0,0,0,0,0,2,0,SAA|CIAR,1,1,11.0,7.0,118721250.0,14.0,16.3,33.6146,1.019,الـبـيـض,32001,351,3
Tamanrasset,Tamanrasset,Province Capital,72741,92635,2.45,143142,,44.9,87.2,125020.0,11566.0,2.0,0.15,2110.0,2095.0,12.0,3.0,0,0,,1,3,0,1,0,0,1,0,1,0,ALLIANCE|CAAT|CIAR,1,1,9.0,5.0,93765000.0,14.0,16.3,,,,,351,3
Ouled Ben Abdelkader,Chlef,Commune,17385,19952,1.39,25565,19952.0,41.3,92.5,10558.0,23648.0,4.0,0.25,11.0,6.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7918500.0,16.45668186617624,16.27,35.9670371,1.192049,أولاد بن عبد القادر,02030,353,18
Damous,Tipaza,Commune,14432,17111,1.72,23248,11062.0,43.3,92.3,10066.0,21458.0,4.0,0.25,41.0,9.0,31.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7549500.0,16.272301540531352,16.27,36.4865,1.7056,الداموس,42023,353,8
Ahmar El Aïn,Tipaza,Commune,25633,29566,1.44,38228,,45.25,92.6,9925.5,19407.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,7444125.000000001,28.71964821582992,16.27,,,,,353,8
Merad,Tipaza,Commune,18104,19916,0.96,23647,,45.25,92.6,9925.5,19407.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7444125.000000001,16.219648215829917,16.27,,,,,353,8
Maghnia,Tlemcen,Commune,96302,114634,1.76,156868,114634.0,44.7,91.6,70120.0,143691.0,1.0,0.1,11.0,9.0,2.0,0.0,0,0,,1,2,0,1,0,1,0,0,0,0,ALLIANCE|CAAR,1,1,10.0,7.0,52590000.0,14.0,16.24,34.8481781,-1.780215,مغنية,13027,357,9
Aïn Boucif,Médéa,Commune,24434,26042,0.64,29208,8873.0,42.7,68.9,12472.0,20124.0,1.0,0.1,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9354000.0,17.17396630374598,16.2,35.8347645,3.0031194,عين بوسيف,26004,358,6
Aïn Soltane,Souk Ahras,Commune,3266,3091,-0.55,2799,80359.0,43.9,94.1,12426.0,26635.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,9319500.000000002,4.656727492811703,16.2,34.9675528,0.3012402,عين السلطان,20016,358,3
Taleb Larbi,El Oued,Commune,3582,7074,7.04,24079,4978.0,38.0,90.5,9150.0,21791.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6862500.0,15.92902434888356,16.19,33.6615,7.5174,طالب العربي,39014,360,9
Megarine,Ouargla,Commune,10996,13751,2.26,20564,39168.0,39.9,81.2,8205.0,16698.0,0.0,0.0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6153750.0,15.574879211211975,16.19,33.1272,6.0947,المقارين,30019,360,11
Abalessa,Tamanrasset,Commune,6484,9163,3.52,17076,6649.0,50.0,94.5,8538.0,16137.0,0.0,0.0,7.0,6.0,0.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6403500.000000001,15.699673212105772,16.19,21.984742,2.2077874,أبلسة,11002,360,4
El Malah,Aïn Témouchent,Commune,16162,18287,1.24,22841,21790.0,45.2,91.7,10324.0,20945.0,2.0,0.15,6.0,5.0,0.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7743000.000000001,16.368988784467085,16.14,35.3286,-1.0931,المالح,46014,363,5
Haizer,Bouira,Commune,15388,17719,1.42,22840,20532.0,43.5,92.5,9935.0,21127.0,2.0,0.15,84.0,78.0,5.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7451250.0,16.223208405044605,16.14,36.4068708,3.9487242,حيزر,10012,363,6
Djebel Aissa Mimoun,Tizi Ouzou,Commune,19227,20268,0.53,22286,19027.0,46.5,94.5,10363.0,21060.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7772250.0,16.38360429808528,16.14,,,,,363,5
Sidi Boubekeur,Saïda,Commune,17131,19282,1.19,23857,12468.0,44.5,92.1,10616.0,21972.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7962000.000000001,16.478417758223806,16.14,35.0307334,0.0453185,سيدي بوبكر,20009,363,4
Zeghaia,Mila,Commune,15751,17638,1.14,21622,17638.0,46.9,96.3,10141.0,20822.0,2.0,0.15,146.0,135.0,10.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7605750.0,16.300408297489415,16.14,36.4047,6.1716,زغاية,43028,363,3
Hammam Debagh,Guelma,Commune,13412,16391,2.03,23518,3244.0,44.8,93.3,10536.0,21942.0,2.0,0.15,10.0,9.0,0.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7902000.000000001,16.44843721746854,16.14,,,,,363,6
Mers El Kébir,Oran,Commune,14167,16970,1.82,23486,20235.0,45.5,88.2,10686.0,20715.0,2.0,0.15,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8014500.000000001,16.504650731384665,16.14,35.6751,-0.7196,المرسى الكبير,31015,363,14
El Matmar,Relizane,Commune,14533,17442,1.84,24223,11659.0,43.2,87.0,10464.0,21074.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7848000.000000001,16.421454730788803,16.14,35.6673,0.4614,المطمار,48017,363,9
Souaflia,Mostaganem,Commune,14356,17223,1.84,23903,22016.0,44.5,92.6,10637.0,22134.0,2.0,0.15,25.0,5.0,20.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7977750.0,16.486287650172066,16.14,35.8616131,0.3271866,سوافلية,27024,363,10
Brezina,El Bayadh,Commune,8536,12468,3.86,24659,6949.0,43.3,89.9,10677.0,22168.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,8007750.0,16.501277920549697,16.14,33.0317,1.2607,بريزينة,32004,363,4
Touggourt,Ouargla,Commune,32940,39409,1.81,54421,7509.0,41.9,90.3,22802.0,49142.0,0.0,0.0,9.0,6.0,3.0,0.0,0,0,,0,4,0,1,0,1,0,0,1,1,ALLIANCE|CAAR|CIAR|TRUST,0,0,3.0,0.0,17101500.000000004,8.545203628769713,16.12,33.0351,6.0672,توقرت,30013,373,12
Sidi Ghiles,Tipaza,Commune,12731,15281,1.84,21226,9555.0,46.1,89.7,9785.0,19040.0,4.0,0.25,35.0,30.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7338750.0,16.166994891128482,16.09,36.5196,2.1231,سيدي غيلاس,42032,374,11
Sidi Daoud,Boumerdès,Commune,14889,16900,1.27,21229,21439.0,45.9,94.5,9744.0,20061.0,4.0,0.25,68.0,16.0,52.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7308000.000000001,16.151629863991406,16.09,36.7884,3.8507,سيدي داود,35007,374,15
Terrai Bainen,Mila,Commune,20685,23299,1.2,28865,,43.5,93.85,9626.0,20263.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7219500.0,16.10740856637739,15.96,36.4688,6.1221,ترعى بينان,43023,376,4
Aït Yahia Moussa,Tizi Ouzou,Commune,19904,20426,0.26,21400,5398.0,45.8,95.3,9801.0,20394.0,2.0,0.15,22.0,21.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7350750.0,16.172990999279534,15.96,36.6423405,3.8041329,أيت يحي موسى,15056,376,6
Bouhatem,Mila,Commune,19193,20277,0.55,22385,20277.0,43.0,93.6,9626.0,20952.0,2.0,0.15,1.0,0.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7219500.0,16.10740856637739,15.96,36.241,6.015,بوحاتم,43014,376,4
Ouled Khalouf,Mila,Commune,11058,11396,0.3,12031,,43.5,93.85,9626.0,20263.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,7219500.0,3.607408566377389,15.96,35.9947,6.1386,أولاد خلوف,43012,376,4
El Mechira,Mila,Commune,11683,12905,1.0,15436,,43.5,93.85,9626.0,20263.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7219500.0,16.10740856637739,15.96,35.948,6.232,المشيرة,43026,376,4
Aïn El Hammam,Tizi Ouzou,Commune,20118,20401,0.14,20920,7626.0,47.0,94.8,9832.0,19832.0,2.0,0.15,26.0,23.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7374000.0,16.1846084588222,15.96,36.5725501,4.246757,عين الحمام,15002,376,6
Tessala Lemtaï,Mila,Commune,13849,15676,1.25,19593,,43.5,93.85,9626.0,20263.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7219500.0,16.10740856637739,15.96,,,,,376,4
Chigara,Mila,Commune,13609,14661,0.75,16764,,43.5,93.85,9626.0,20263.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,7219500.0,16.10740856637739,15.96,36.4975,6.221,الشيقارة,43032,376,4
M'Naguer,Ouargla,Commune,11243,14179,2.35,21529,12652.0,35.8,93.7,7707.0,20173.0,0.0,0.0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,5780250.0,15.388250345010446,15.59,,,,,384,13
Nakhla,El Oued,Commune,9491,12652,2.92,21227,31784.0,35.2,86.1,7472.0,18276.0,0.0,0.0,12.0,7.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,5604000.0,15.300182506541852,15.59,33.2123,6.9516,النخلة,39005,384,10
Ouled Yaïch,Blida,Commune,55719,87131,4.57,194840,37461.0,44.9,93.9,87483.0,182955.0,4.0,0.25,819.0,531.0,187.0,101.0,0,0,,1,2,1,0,0,0,0,0,1,0,SAA|CIAR,1,1,12.0,9.0,65612250.00000001,14.0,15.49,36.4852123,2.8325741,اولاد يعيش,09007,386,15
Labiod Medjadja,Chlef,Commune,13920,14733,0.57,16318,,40.85,92.3,12342.0,26555.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9256500.0,17.125247925018673,15.42,36.2682804,1.3325618,الأبيض مجاجة,02028,387,19
Beni Bouateb,Chlef,Commune,2551,2069,-2.07,1419,,40.85,92.3,12342.0,26555.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,9256500.0,4.625247925018673,15.42,35.9895844,1.5589402,بني بوعتاب,02035,387,19
El Bordj,Mascara,Commune,17874,20711,1.48,27000,9690.0,46.2,81.5,12474.0,22005.0,4.0,0.25,77.0,74.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9355500.0,17.17471581726486,15.42,35.4528,0.3021,البرج,29017,387,8
Oued Goussine,Chlef,Commune,5439,6453,1.72,8778,,40.85,92.3,12342.0,26555.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,9256500.0,4.625247925018673,15.42,36.4949721,1.3928579,واد ڨوسين,02016,387,19
Harenfa,Chlef,Commune,16356,17799,0.85,20725,,40.85,92.3,12342.0,26555.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9256500.0,17.125247925018673,15.42,,,,,387,19
Aïn Soltane,Aïn Defla,Commune,18541,21565,1.52,28305,80359.0,43.9,94.1,12426.0,26635.0,2.5,0.175,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9319500.000000002,17.1567274928117,15.42,34.9675528,0.3012402,عين السلطان,20016,387,6
Aïn Soltane,Saïda,Commune,6068,6920,1.32,8766,80359.0,43.9,94.1,12426.0,26635.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,9319500.000000002,4.656727492811703,15.29,34.9675528,0.3012402,عين السلطان,20016,393,5
Zahana,Mascara,Commune,18839,21850,1.49,28534,7785.0,43.4,86.2,12384.0,24596.0,2.0,0.15,33.0,16.0,17.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9288000.0,17.140987708915187,15.29,35.4551,-0.412,زھانة,29030,393,9
Ibn Ziad,Constantine,Commune,15514,18861,1.97,26809,10624.0,46.4,94.0,12439.0,25200.0,2.0,0.15,43.0,20.0,23.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9329250.0,17.16159933068443,15.29,36.3691447,6.3523267,ابن زياد,25012,393,7
Aïn Berda,Annaba,Commune,17446,20611,1.68,27824,4760.0,44.5,89.1,12382.0,24791.0,2.0,0.15,32.0,9.0,18.0,5.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,9286500.0,17.140238195396307,15.29,36.6718947,7.5182507,عين الباردة,23009,393,5
Negrine,Tébessa,Commune,5891,9445,4.83,22092,17797.0,38.2,88.9,8439.0,19640.0,1.0,0.1,7.0,4.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6329250.000000001,15.662572292921128,15.15,34.485828,7.5028466,نقرين,12009,397,3
Hamadia,Tiaret,Commune,15357,16463,0.7,18658,30484.0,47.4,91.4,8844.0,17053.0,1.0,0.1,13.0,8.0,4.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6633000.000000001,15.814348780494663,15.15,35.4612984,1.8652296,الحمادية,14035,397,8
Oued Taga,Batna,Commune,16154,18116,1.15,22267,5478.0,37.3,93.6,8306.0,20842.0,1.0,0.1,47.0,47.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6229500.0,15.6127296439155,15.15,35.4185955,6.2379494,وادي الطاقة,05048,397,8
Ouled Sellam,Batna,Commune,17866,19635,0.95,23272,14327.0,38.4,86.2,8936.0,20060.0,1.0,0.1,2.0,1.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6702000.0,15.84882640236322,15.15,,,,,397,8
Bou Hanifia,Mascara,Commune,16953,18576,0.92,21899,20719.0,39.9,84.1,8738.0,18417.0,1.0,0.1,23.0,23.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6553500.000000001,15.774624563993935,15.15,35.2512,-0.0494,بوحنيفية,29002,397,10
Chemora,Batna,Commune,15091,17074,1.24,21323,1724.0,41.2,86.9,8785.0,18530.0,1.0,0.1,7.0,7.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6588750.0,15.792238131687656,15.15,35.6301185,6.4747992,الشمرة,05036,397,8
Aïn El Berd,Sidi Bel Abbès,Commune,13779,16013,1.51,20986,29696.0,43.4,94.7,9108.0,19874.0,1.0,0.1,13.0,3.0,10.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6831000.000000001,15.913284564987045,15.15,35.3828523,-0.5661419,عين البرد,22028,397,7
Berriche,Oum El Bouaghi,Commune,16274,17609,0.79,20294,23159.0,44.8,79.5,9092.0,16134.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6819000.0,15.907288456835987,15.15,35.9155816,7.3676848,بريش,04009,397,9
Medrissa,Tiaret,Commune,13719,15293,1.09,18595,33082.0,46.4,93.5,8628.0,17386.0,1.0,0.1,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6471000.000000001,15.733401320455446,15.15,34.8949768,1.2315845,مدريسة,14008,397,8
El Kouif,Tébessa,Commune,15777,17319,0.94,20484,5899.0,43.9,77.2,8992.0,15814.0,1.0,0.1,4.0,1.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6744000.0,15.869812780891907,15.15,35.499565,8.3115219,الكويف,12011,397,3
Kheneg,Laghouat,Commune,7064,10787,4.32,23112,8761.0,39.8,67.1,9199.0,15508.0,1.0,0.1,8.0,6.0,0.0,2.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6899250.000000001,15.947387430096155,15.15,,,,,397,8
Aïn Djasser,Batna,Commune,13232,15704,1.73,21375,7517.0,41.7,92.0,8913.0,19665.0,1.0,0.1,10.0,10.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6684750.000000001,15.84020699689608,15.15,35.8311206,5.9331296,عين جاسر,05019,397,8
Aïn Babouche,Oum El Bouaghi,Commune,14597,16129,1.0,19303,32377.0,42.2,92.0,8146.0,17759.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6109500.0,15.552768562404967,15.15,35.9402286,7.1751022,عين بابوش,04008,397,9
Aïn Touila,Khenchela,Commune,14769,16845,1.32,21345,8617.0,41.5,70.5,8858.0,15048.0,1.0,0.1,10.0,10.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6643500.000000001,15.819595375126836,15.15,35.3723,7.3526,عين الطويلة,40006,397,4
Baraki,El Djazaïr [Algiers],Commune,95247,116375,2.02,166907,104708.0,45.2,94.7,75442.0,158061.0,4.0,0.25,846.0,348.0,489.0,9.0,0,0,,2,3,0,1,0,1,0,0,1,0,ALLIANCE|CAAR|CIAR,1,2,11.0,6.0,56581500.00000001,14.0,15.11,36.6701186,3.0635219,براقي,16014,411,23
Azzaba,Skikda,Commune,48992,56922,1.51,74569,56922.0,46.9,95.0,34973.0,70841.0,2.0,0.15,14.0,9.0,5.0,0.0,0,0,,0,10,7,1,0,1,0,0,1,0,SAA|ALLIANCE|CAAR|CIAR,0,0,4.0,0.0,26229750.0,13.106368147924004,15.07,36.7430777,7.0997212,عزابة,21004,412,20
Bir el-Ater,Tébessa,Commune,59264,77727,2.75,126642,6074.0,39.0,82.4,49390.0,104353.0,1.0,0.1,242.0,168.0,73.0,1.0,0,1,ZA / Fonderies,1,1,0,0,0,0,0,0,1,0,CIAR,1,1,8.0,6.0,37042500.0,13.70184726975648,14.92,34.7546133,8.0234307,بئر العاتر,12002,413,5
Aïn El Kerma,Oran,Commune,6980,7530,0.76,8631,,45.9,90.55,16530.0,31606.5,2.0,0.15,,,,,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,12397500.0,6.194729233556852,14.9,,,,,414,15
Ben Freha,Oran,Commune,14565,20235,3.34,36570,31386.0,45.2,93.0,16530.0,34010.0,2.0,0.15,4.0,4.0,0.0,0.0,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,2.0,0.0,12397500.0,6.194729233556852,14.9,35.6283,-0.4202,بن فريحة,31020,414,15
Bordj Bou Arreridj,Bordj Bou Arreridj,Province Capital,134666,168346,2.26,251596,288461.0,42.9,95.1,336798.0,746609.0,4.0,0.25,3823.0,2659.0,1057.0,107.0,1,1,ZI / Pôle électronique,4,10,0,2,0,3,0,1,4,0,ALLIANCE|CAAR|CASH|CIAR,1,4,16.0,2.0,252598500.00000003,15.0,14.86,36.0025,4.7653,برج بوعريريج,34001,416,5
Aïn Bouyahia,Aïn Defla,Commune,13920,16213,1.54,21334,5452.0,38.0,82.5,8107.0,17601.0,4.0,0.25,9.0,0.0,9.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6080250.0,15.538153048786777,14.82,36.2199,1.7661,عين بويحى,44033,417,7
Bir Ould Khelifa,Aïn Defla,Commune,10568,12846,1.97,18254,,41.1,92.3,8107.0,18392.0,2.5,0.175,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6080250.0,15.538153048786777,14.82,,,,,417,7
Bénairia,Chlef,Commune,13509,15697,1.51,20567,15697.0,41.0,90.7,8432.0,18654.0,4.0,0.25,1.0,1.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,6324000.0,15.659948995605044,14.82,36.3849733,1.3150523,بنايرية,02003,417,23
